number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_both.optimistic.arithmetic_mean_rank	user_attrs_both.optimistic.geometric_mean_rank	user_attrs_both.optimistic.harmonic_mean_rank	user_attrs_both.optimistic.hits_at_1	user_attrs_both.optimistic.hits_at_10	user_attrs_both.optimistic.hits_at_3	user_attrs_both.optimistic.hits_at_5	user_attrs_both.optimistic.inverse_arithmetic_mean_rank	user_attrs_both.optimistic.inverse_geometric_mean_rank	user_attrs_both.optimistic.inverse_harmonic_mean_rank	user_attrs_both.optimistic.inverse_median_rank	user_attrs_both.optimistic.median_rank	user_attrs_both.optimistic.rank_std	user_attrs_both.optimistic.rank_var	user_attrs_both.pessimistic.arithmetic_mean_rank	user_attrs_both.pessimistic.geometric_mean_rank	user_attrs_both.pessimistic.harmonic_mean_rank	user_attrs_both.pessimistic.hits_at_1	user_attrs_both.pessimistic.hits_at_10	user_attrs_both.pessimistic.hits_at_3	user_attrs_both.pessimistic.hits_at_5	user_attrs_both.pessimistic.inverse_arithmetic_mean_rank	user_attrs_both.pessimistic.inverse_geometric_mean_rank	user_attrs_both.pessimistic.inverse_harmonic_mean_rank	user_attrs_both.pessimistic.inverse_median_rank	user_attrs_both.pessimistic.median_rank	user_attrs_both.pessimistic.rank_std	user_attrs_both.pessimistic.rank_var	user_attrs_both.realistic.adjusted_arithmetic_mean_rank	user_attrs_both.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_both.realistic.arithmetic_mean_rank	user_attrs_both.realistic.geometric_mean_rank	user_attrs_both.realistic.harmonic_mean_rank	user_attrs_both.realistic.hits_at_1	user_attrs_both.realistic.hits_at_10	user_attrs_both.realistic.hits_at_3	user_attrs_both.realistic.hits_at_5	user_attrs_both.realistic.inverse_arithmetic_mean_rank	user_attrs_both.realistic.inverse_geometric_mean_rank	user_attrs_both.realistic.inverse_harmonic_mean_rank	user_attrs_both.realistic.inverse_median_rank	user_attrs_both.realistic.median_rank	user_attrs_both.realistic.rank_std	user_attrs_both.realistic.rank_var	user_attrs_failure	user_attrs_head.optimistic.arithmetic_mean_rank	user_attrs_head.optimistic.geometric_mean_rank	user_attrs_head.optimistic.harmonic_mean_rank	user_attrs_head.optimistic.hits_at_1	user_attrs_head.optimistic.hits_at_10	user_attrs_head.optimistic.hits_at_3	user_attrs_head.optimistic.hits_at_5	user_attrs_head.optimistic.inverse_arithmetic_mean_rank	user_attrs_head.optimistic.inverse_geometric_mean_rank	user_attrs_head.optimistic.inverse_harmonic_mean_rank	user_attrs_head.optimistic.inverse_median_rank	user_attrs_head.optimistic.median_rank	user_attrs_head.optimistic.rank_std	user_attrs_head.optimistic.rank_var	user_attrs_head.pessimistic.arithmetic_mean_rank	user_attrs_head.pessimistic.geometric_mean_rank	user_attrs_head.pessimistic.harmonic_mean_rank	user_attrs_head.pessimistic.hits_at_1	user_attrs_head.pessimistic.hits_at_10	user_attrs_head.pessimistic.hits_at_3	user_attrs_head.pessimistic.hits_at_5	user_attrs_head.pessimistic.inverse_arithmetic_mean_rank	user_attrs_head.pessimistic.inverse_geometric_mean_rank	user_attrs_head.pessimistic.inverse_harmonic_mean_rank	user_attrs_head.pessimistic.inverse_median_rank	user_attrs_head.pessimistic.median_rank	user_attrs_head.pessimistic.rank_std	user_attrs_head.pessimistic.rank_var	user_attrs_head.realistic.adjusted_arithmetic_mean_rank	user_attrs_head.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_head.realistic.arithmetic_mean_rank	user_attrs_head.realistic.geometric_mean_rank	user_attrs_head.realistic.harmonic_mean_rank	user_attrs_head.realistic.hits_at_1	user_attrs_head.realistic.hits_at_10	user_attrs_head.realistic.hits_at_3	user_attrs_head.realistic.hits_at_5	user_attrs_head.realistic.inverse_arithmetic_mean_rank	user_attrs_head.realistic.inverse_geometric_mean_rank	user_attrs_head.realistic.inverse_harmonic_mean_rank	user_attrs_head.realistic.inverse_median_rank	user_attrs_head.realistic.median_rank	user_attrs_head.realistic.rank_std	user_attrs_head.realistic.rank_var	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_tail.optimistic.arithmetic_mean_rank	user_attrs_tail.optimistic.geometric_mean_rank	user_attrs_tail.optimistic.harmonic_mean_rank	user_attrs_tail.optimistic.hits_at_1	user_attrs_tail.optimistic.hits_at_10	user_attrs_tail.optimistic.hits_at_3	user_attrs_tail.optimistic.hits_at_5	user_attrs_tail.optimistic.inverse_arithmetic_mean_rank	user_attrs_tail.optimistic.inverse_geometric_mean_rank	user_attrs_tail.optimistic.inverse_harmonic_mean_rank	user_attrs_tail.optimistic.inverse_median_rank	user_attrs_tail.optimistic.median_rank	user_attrs_tail.optimistic.rank_std	user_attrs_tail.optimistic.rank_var	user_attrs_tail.pessimistic.arithmetic_mean_rank	user_attrs_tail.pessimistic.geometric_mean_rank	user_attrs_tail.pessimistic.harmonic_mean_rank	user_attrs_tail.pessimistic.hits_at_1	user_attrs_tail.pessimistic.hits_at_10	user_attrs_tail.pessimistic.hits_at_3	user_attrs_tail.pessimistic.hits_at_5	user_attrs_tail.pessimistic.inverse_arithmetic_mean_rank	user_attrs_tail.pessimistic.inverse_geometric_mean_rank	user_attrs_tail.pessimistic.inverse_harmonic_mean_rank	user_attrs_tail.pessimistic.inverse_median_rank	user_attrs_tail.pessimistic.median_rank	user_attrs_tail.pessimistic.rank_std	user_attrs_tail.pessimistic.rank_var	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_tail.realistic.arithmetic_mean_rank	user_attrs_tail.realistic.geometric_mean_rank	user_attrs_tail.realistic.harmonic_mean_rank	user_attrs_tail.realistic.hits_at_1	user_attrs_tail.realistic.hits_at_10	user_attrs_tail.realistic.hits_at_3	user_attrs_tail.realistic.hits_at_5	user_attrs_tail.realistic.inverse_arithmetic_mean_rank	user_attrs_tail.realistic.inverse_geometric_mean_rank	user_attrs_tail.realistic.inverse_harmonic_mean_rank	user_attrs_tail.realistic.inverse_median_rank	user_attrs_tail.realistic.median_rank	user_attrs_tail.realistic.rank_std	user_attrs_tail.realistic.rank_var	system_attrs__number	system_attrs_fail_reason	state
0		2021-06-13 09:16:06.877619	2021-06-13 09:16:17.689068	0.8011991214719797	22.680971183480473	0.4821570687294532	0.205908407948163	0.4694945140375467	256	64	76	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1		2021-06-13 09:16:17.716371	2021-06-13 09:16:19.095168	0.14796879596069246	1.4737768096073776	0.3022501210632266	0.1903291395672122	0.422237956683277	128	128	81	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											1	Setting status of trial#1 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
2		2021-06-13 09:16:19.133971	2021-06-13 09:16:20.877328	0.24105812723512998	1.8131855164730362	0.4913543680082614	0.3381463832097356	0.19294965466215072	128	256	81	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											2	Setting status of trial#2 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
3		2021-06-13 09:16:20.917924	2021-06-13 09:16:23.555669	0.16046000630149154	12.550534788814398	0.3498858648973526	0.12219719281764481	0.10118074429854494	256	64	56	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											3	Setting status of trial#3 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
4		2021-06-13 09:16:23.586732	2021-06-13 09:16:25.095321	0.553357323412743	16.719254269505768	0.20590179592421398	0.3585270388957934	0.44805382537366656	128	256	10	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											4	Setting status of trial#4 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
5		2021-06-13 09:16:25.121571	2021-06-13 09:16:26.647916	0.6754643914948254	25.22479644992839	0.34126832351960773	0.4169477675633261	0.42947376707508733	256	128	22	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											5	Setting status of trial#5 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
6		2021-06-13 09:16:26.679849	2021-06-13 09:16:28.141605	0.2018593761644778	12.066369002794119	0.4396798039822465	0.27575484498585334	0.4269492229122942	128	256	32	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											6	Setting status of trial#6 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
7		2021-06-13 09:16:28.176420	2021-06-13 09:16:30.699418	0.8448282555799933	10.337933402541932	0.21705338721496156	0.35619094682440844	0.46528285558788884	256	128	10	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											7	Setting status of trial#7 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
8	0.7897940074906367	2021-06-13 09:16:30.722875	2021-06-13 09:21:55.652802	0.8224947357801335	29.228014155952803	0.3573604656519358	0.10700639030702863	0.10397402405360295	64	64	16	256	7.059925093632959	4.728406467753055	3.123923710725279	0.13857677902621723	0.7897940074906367	0.36142322097378277	0.5365168539325843	0.14164456233421752	0.21148774049351163	0.3201102499932147	0.2	5.0	7.32953371053471	53.72206441386471	7.059925093632959	4.728406467753055	3.123923710725279	0.13857677902621723	0.7897940074906367	0.36142322097378277	0.5365168539325843	0.14164456233421752	0.21148774049351163	0.3201102499932147	0.2	5.0	7.32953371053471	53.72206441386471	0.14630265634398587	0.8717628643325606	7.059925093632959	4.728406467753055	3.123923710725279	0.13857677902621723	0.7897940074906367	0.36142322097378277	0.5365168539325843	0.14164456233421752	0.21148774049351163	0.3201102499932147	0.2	5.0	7.32953371053471	53.72206441386471		7.370786516853933	4.947649399354086	3.255598441644737	0.12359550561797752	0.7687265917602997	0.34925093632958804	0.5243445692883895	0.13567073170731705	0.20211618069189577	0.30716318917231	0.2	5.0	7.481385673197784	55.971131591129065	7.370786516853933	4.947649399354086	3.255598441644737	0.12359550561797752	0.7687265917602997	0.34925093632958804	0.5243445692883895	0.13567073170731705	0.20211618069189577	0.30716318917231	0.2	5.0	7.481385673197784	55.971131591129065	0.15423348582960258	0.8638423901623926	7.370786516853933	4.947649399354086	3.255598441644737	0.12359550561797752	0.7687265917602997	0.34925093632958804	0.5243445692883895	0.13567073170731705	0.20211618069189577	0.30716318917231	0.2	5.0	7.481385673197784	55.971131591129065	1920445716.0	351.0	6.749063670411985	4.518878748200655	3.0024862614653838	0.15355805243445692	0.8108614232209738	0.37359550561797755	0.548689138576779	0.14816870144284128	0.22129383320988286	0.3330573108141195	0.2	5.0	7.1609864954282925	51.27972758770638	6.749063670411985	4.518878748200655	3.0024862614653838	0.15355805243445692	0.8108614232209738	0.37359550561797755	0.548689138576779	0.14816870144284128	0.22129383320988286	0.3330573108141195	0.2	5.0	7.1609864954282925	51.27972758770638	0.13852347961448655	0.879528710035023	6.749063670411985	4.518878748200655	3.0024862614653838	0.15355805243445692	0.8108614232209738	0.37359550561797755	0.548689138576779	0.14816870144284128	0.22129383320988286	0.3330573108141195	0.2	5.0	7.1609864954282925	51.27972758770638	8		COMPLETE
9		2021-06-13 09:21:55.824236	2021-06-13 09:21:57.215941	0.7057530623094911	15.717910844015437	0.22221423810768745	0.12129971671138923	0.38876860837764093	64	128	79	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											9	Setting status of trial#9 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
10		2021-06-13 09:21:57.251674	2021-06-13 09:21:58.779503	0.7721979431774106	20.00096659750114	0.4106373643347312	0.4021634910719839	0.28376947846592404	128	256	75	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11		2021-06-13 09:21:58.819721	2021-06-13 09:22:00.346624	0.15244121309279146	28.86452760458496	0.16412155648439025	0.21806686396276734	0.38837146908252906	256	64	45	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12		2021-06-13 09:22:00.375454	2021-06-13 09:22:01.889380	0.23823833141879666	11.648392242949672	0.2770680700597579	0.40558079545084447	0.4394396422721335	128	256	84	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											12	Setting status of trial#12 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
