number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_both.optimistic.arithmetic_mean_rank	user_attrs_both.optimistic.geometric_mean_rank	user_attrs_both.optimistic.harmonic_mean_rank	user_attrs_both.optimistic.hits_at_1	user_attrs_both.optimistic.hits_at_10	user_attrs_both.optimistic.hits_at_3	user_attrs_both.optimistic.hits_at_5	user_attrs_both.optimistic.inverse_arithmetic_mean_rank	user_attrs_both.optimistic.inverse_geometric_mean_rank	user_attrs_both.optimistic.inverse_harmonic_mean_rank	user_attrs_both.optimistic.inverse_median_rank	user_attrs_both.optimistic.median_rank	user_attrs_both.optimistic.rank_std	user_attrs_both.optimistic.rank_var	user_attrs_both.pessimistic.arithmetic_mean_rank	user_attrs_both.pessimistic.geometric_mean_rank	user_attrs_both.pessimistic.harmonic_mean_rank	user_attrs_both.pessimistic.hits_at_1	user_attrs_both.pessimistic.hits_at_10	user_attrs_both.pessimistic.hits_at_3	user_attrs_both.pessimistic.hits_at_5	user_attrs_both.pessimistic.inverse_arithmetic_mean_rank	user_attrs_both.pessimistic.inverse_geometric_mean_rank	user_attrs_both.pessimistic.inverse_harmonic_mean_rank	user_attrs_both.pessimistic.inverse_median_rank	user_attrs_both.pessimistic.median_rank	user_attrs_both.pessimistic.rank_std	user_attrs_both.pessimistic.rank_var	user_attrs_both.realistic.adjusted_arithmetic_mean_rank	user_attrs_both.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_both.realistic.arithmetic_mean_rank	user_attrs_both.realistic.geometric_mean_rank	user_attrs_both.realistic.harmonic_mean_rank	user_attrs_both.realistic.hits_at_1	user_attrs_both.realistic.hits_at_10	user_attrs_both.realistic.hits_at_3	user_attrs_both.realistic.hits_at_5	user_attrs_both.realistic.inverse_arithmetic_mean_rank	user_attrs_both.realistic.inverse_geometric_mean_rank	user_attrs_both.realistic.inverse_harmonic_mean_rank	user_attrs_both.realistic.inverse_median_rank	user_attrs_both.realistic.median_rank	user_attrs_both.realistic.rank_std	user_attrs_both.realistic.rank_var	user_attrs_failure	user_attrs_head.optimistic.arithmetic_mean_rank	user_attrs_head.optimistic.geometric_mean_rank	user_attrs_head.optimistic.harmonic_mean_rank	user_attrs_head.optimistic.hits_at_1	user_attrs_head.optimistic.hits_at_10	user_attrs_head.optimistic.hits_at_3	user_attrs_head.optimistic.hits_at_5	user_attrs_head.optimistic.inverse_arithmetic_mean_rank	user_attrs_head.optimistic.inverse_geometric_mean_rank	user_attrs_head.optimistic.inverse_harmonic_mean_rank	user_attrs_head.optimistic.inverse_median_rank	user_attrs_head.optimistic.median_rank	user_attrs_head.optimistic.rank_std	user_attrs_head.optimistic.rank_var	user_attrs_head.pessimistic.arithmetic_mean_rank	user_attrs_head.pessimistic.geometric_mean_rank	user_attrs_head.pessimistic.harmonic_mean_rank	user_attrs_head.pessimistic.hits_at_1	user_attrs_head.pessimistic.hits_at_10	user_attrs_head.pessimistic.hits_at_3	user_attrs_head.pessimistic.hits_at_5	user_attrs_head.pessimistic.inverse_arithmetic_mean_rank	user_attrs_head.pessimistic.inverse_geometric_mean_rank	user_attrs_head.pessimistic.inverse_harmonic_mean_rank	user_attrs_head.pessimistic.inverse_median_rank	user_attrs_head.pessimistic.median_rank	user_attrs_head.pessimistic.rank_std	user_attrs_head.pessimistic.rank_var	user_attrs_head.realistic.adjusted_arithmetic_mean_rank	user_attrs_head.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_head.realistic.arithmetic_mean_rank	user_attrs_head.realistic.geometric_mean_rank	user_attrs_head.realistic.harmonic_mean_rank	user_attrs_head.realistic.hits_at_1	user_attrs_head.realistic.hits_at_10	user_attrs_head.realistic.hits_at_3	user_attrs_head.realistic.hits_at_5	user_attrs_head.realistic.inverse_arithmetic_mean_rank	user_attrs_head.realistic.inverse_geometric_mean_rank	user_attrs_head.realistic.inverse_harmonic_mean_rank	user_attrs_head.realistic.inverse_median_rank	user_attrs_head.realistic.median_rank	user_attrs_head.realistic.rank_std	user_attrs_head.realistic.rank_var	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_tail.optimistic.arithmetic_mean_rank	user_attrs_tail.optimistic.geometric_mean_rank	user_attrs_tail.optimistic.harmonic_mean_rank	user_attrs_tail.optimistic.hits_at_1	user_attrs_tail.optimistic.hits_at_10	user_attrs_tail.optimistic.hits_at_3	user_attrs_tail.optimistic.hits_at_5	user_attrs_tail.optimistic.inverse_arithmetic_mean_rank	user_attrs_tail.optimistic.inverse_geometric_mean_rank	user_attrs_tail.optimistic.inverse_harmonic_mean_rank	user_attrs_tail.optimistic.inverse_median_rank	user_attrs_tail.optimistic.median_rank	user_attrs_tail.optimistic.rank_std	user_attrs_tail.optimistic.rank_var	user_attrs_tail.pessimistic.arithmetic_mean_rank	user_attrs_tail.pessimistic.geometric_mean_rank	user_attrs_tail.pessimistic.harmonic_mean_rank	user_attrs_tail.pessimistic.hits_at_1	user_attrs_tail.pessimistic.hits_at_10	user_attrs_tail.pessimistic.hits_at_3	user_attrs_tail.pessimistic.hits_at_5	user_attrs_tail.pessimistic.inverse_arithmetic_mean_rank	user_attrs_tail.pessimistic.inverse_geometric_mean_rank	user_attrs_tail.pessimistic.inverse_harmonic_mean_rank	user_attrs_tail.pessimistic.inverse_median_rank	user_attrs_tail.pessimistic.median_rank	user_attrs_tail.pessimistic.rank_std	user_attrs_tail.pessimistic.rank_var	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_tail.realistic.arithmetic_mean_rank	user_attrs_tail.realistic.geometric_mean_rank	user_attrs_tail.realistic.harmonic_mean_rank	user_attrs_tail.realistic.hits_at_1	user_attrs_tail.realistic.hits_at_10	user_attrs_tail.realistic.hits_at_3	user_attrs_tail.realistic.hits_at_5	user_attrs_tail.realistic.inverse_arithmetic_mean_rank	user_attrs_tail.realistic.inverse_geometric_mean_rank	user_attrs_tail.realistic.inverse_harmonic_mean_rank	user_attrs_tail.realistic.inverse_median_rank	user_attrs_tail.realistic.median_rank	user_attrs_tail.realistic.rank_std	user_attrs_tail.realistic.rank_var	system_attrs__number	system_attrs_fail_reason	state
0		2021-06-13 09:16:06.871970	2021-06-13 09:16:17.848501	0.7156459807185435	19.260966223564928	0.20572212132196396	0.24177262888151554	0.33610551266254385	64	128	54	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1		2021-06-13 09:16:17.877692	2021-06-13 09:16:20.046830	0.9383232492525857	25.78801152996037	0.2405421533877885	0.39812192713884875	0.1616134125567515	128	128	84	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											1	Setting status of trial#1 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
2		2021-06-13 09:16:20.075846	2021-06-13 09:16:22.731648	0.18837499452661388	7.384994470794742	0.19942287947142937	0.22199020126754868	0.2769004584411861	256	128	90	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											2	Setting status of trial#2 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
3		2021-06-13 09:16:22.769217	2021-06-13 09:16:24.313161	0.4125239071007597	17.494651194392656	0.15341861435350249	0.3560243725276848	0.18054143262493785	64	128	61	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											3	Setting status of trial#3 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
4		2021-06-13 09:16:24.334241	2021-06-13 09:16:25.850168	0.5606201891039414	21.836027954169662	0.295721661312046	0.2544521497625728	0.15394878045730276	256	64	75	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											4	Setting status of trial#4 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
5		2021-06-13 09:16:25.879768	2021-06-13 09:16:27.418334	0.15738674326715107	22.84975093835563	0.34914551258239934	0.46054201183712806	0.17439090622872316	256	64	81	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											5	Setting status of trial#5 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
6	0.7677902621722846	2021-06-13 09:16:27.445930	2021-06-13 09:42:27.757711	0.23483502538073336	4.125930265079963	0.2489687819809122	0.24825422331359046	0.1846859116062016	64	256	31	128	7.418539325842697	4.969003184777088	3.273105695836276	0.1254681647940075	0.7677902621722846	0.3398876404494382	0.5215355805243446	0.13479742521772056	0.20124760697750702	0.30552022847050186	0.2	5.0	7.767086572292547	60.32763382148718	7.418539325842697	4.969003184777088	3.273105695836276	0.1254681647940075	0.7677902621722846	0.3398876404494382	0.5215355805243446	0.13479742521772056	0.20124760697750702	0.30552022847050186	0.2	5.0	7.767086572292547	60.32763382148718	0.15373421037312998	0.8641740474350591	7.418539325842697	4.969003184777088	3.273105695836276	0.1254681647940075	0.7677902621722846	0.3398876404494382	0.5215355805243446	0.13479742521772056	0.20124760697750702	0.30552022847050186	0.2	5.0	7.767086572292547	60.32763382148718		7.793071161048689	5.295550265585576	3.4976430077758076	0.10767790262172285	0.7425093632958801	0.3136704119850187	0.4934456928838951	0.1283191157034723	0.18883778830289719	0.285906822902407	0.16666666666666666	6.0	7.847162988779077	61.57796697246418	7.793071161048689	5.295550265585576	3.4976430077758076	0.10767790262172285	0.7425093632958801	0.3136704119850187	0.4934456928838951	0.1283191157034723	0.18883778830289719	0.285906822902407	0.16666666666666666	6.0	7.847162988779077	61.57796697246418	0.16306977928859023	0.8548172458301232	7.793071161048689	5.295550265585576	3.4976430077758076	0.10767790262172285	0.7425093632958801	0.3136704119850187	0.4934456928838951	0.1283191157034723	0.18883778830289719	0.285906822902407	0.16666666666666666	6.0	7.847162988779077	61.57796697246418	2486901212.0	151.0	7.044007490636704	4.662592443090432	3.0756584225958292	0.14325842696629212	0.7930711610486891	0.3661048689138577	0.549625468164794	0.14196464176525322	0.21447295945454453	0.32513363403859674	0.2	5.0	7.667904047348574	58.79675247934465	7.044007490636704	4.662592443090432	3.0756584225958292	0.14325842696629212	0.7930711610486891	0.3661048689138577	0.549625468164794	0.14196464176525322	0.21447295945454453	0.32513363403859674	0.2	5.0	7.667904047348574	58.79675247934465	0.14457715554103528	0.8733481796866569	7.044007490636704	4.662592443090432	3.0756584225958292	0.14325842696629212	0.7930711610486891	0.3661048689138577	0.549625468164794	0.14196464176525322	0.21447295945454453	0.32513363403859674	0.2	5.0	7.667904047348574	58.79675247934465	6		COMPLETE
7		2021-06-13 09:42:27.936079	2021-06-13 09:42:29.466586	0.3336364998692888	9.449596675005674	0.20997810247170126	0.16794187246151843	0.2812345092553258	64	256	61	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											7	Setting status of trial#7 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
8		2021-06-13 09:42:29.502003	2021-06-13 09:42:31.096662	0.8223903832598088	26.41632000190085	0.40602595358097393	0.3032348147566358	0.366398406368046	256	128	74	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											8	Setting status of trial#8 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
9		2021-06-13 09:42:31.126982	2021-06-13 09:42:32.732685	0.6613651726928426	14.086108963949938	0.4360931479492889	0.4662238285483429	0.41836392931751476	256	64	85	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											9	Setting status of trial#9 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
10		2021-06-13 09:42:32.769527	2021-06-13 09:42:34.339965	0.2798839472113128	10.49982841419274	0.2723692162086702	0.20745803679831606	0.43305637346217885	128	128	84	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11		2021-06-13 09:42:34.371917	2021-06-13 09:42:35.957802	0.2879053738289644	4.325029575994434	0.42388170742283093	0.4471058745052757	0.10947281459956032	256	128	36	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
