number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0		2020-05-24 13:33:05.899288	2020-05-24 13:33:31.724589	256	17	0.0010532292679831057	8192														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1		2020-05-24 13:33:31.754928	2020-05-24 13:33:53.600618	256	49	0.007327453864057703	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									1	Setting status of trial#1 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
2	0.0	2020-05-24 13:33:53.612134	2020-05-24 14:52:37.048085	128	35	0.0597220897422602	1024	0.4913392874823527	0.0	0.0	0.0	0.0	29350.29585174769	0.0003505143706614209	0.9992969063881076	0.9996986741663318	0.9996986741663318	0.9996986741663318	14.81478505423865	0.999481114305036		1472854483.0	60.0	0.0	0.0	0.0	0.0	58685.776918441145	0.00017657810579409095	2		COMPLETE
3		2020-05-24 14:52:37.089835	2020-05-24 14:52:59.141837	256	22	0.013023375990576241	8192														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									3	Setting status of trial#3 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
4	0.003917235837685817	2020-05-24 14:52:59.180086	2020-05-24 15:16:30.879058	64	37	0.05940283008488553	2048	0.1440889032136395	0.0	0.003917235837685817	0.001004419445560466	0.0018079550020088388	8671.763408999599	0.0018150108026026243	0.9730815588589795	0.9730815588589795	0.9730815588589795	0.9730815588589795	1127.7781237444758	0.9730897426669955		759712490.0	60.0	0.0	0.002008838891120932	0.0003013258336681398	0.001004419445560466	16215.74869425472	0.0010036373783753054	4		COMPLETE
5	0.45922057051024506	2020-05-24 15:16:30.917839	2020-05-24 18:07:59.875215	128	5	0.01848287493876666	4096	0.03396254737827233	0.12906789875451988	0.45922057051024506	0.27079148252310165	0.3504419445560466	1830.0241562876656	0.23420951144911115	0.1461430293290478	0.47388509441542787	0.2859582161510647	0.3653073523503415	1812.920148654078	0.2500214231874014		3423201984.0	200.0	0.12906789875451988	0.45901968662113296	0.2704901566894335	0.3500401767778224	1847.1281639212534	0.23374367853692066	5		COMPLETE
6		2020-05-24 18:07:59.898866	2020-05-24 18:08:21.850864	256	28	0.08329233786513117	8192														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									6	Setting status of trial#6 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
7	0.5717155484130173	2020-05-24 18:08:21.892259	2020-05-24 21:25:57.679262	128	29	0.021054407039118577	8192	0.022340650708618445	0.2855564483728405	0.5717155484130173	0.4388308557653676	0.5034150261149056	1239.945460024106	0.38371111462797725	0.2855564483728405	0.5717155484130173	0.4388308557653676	0.5034150261149056	1239.945058256328	0.3837116432754465		803682902.0	230.0	0.2855564483728405	0.5717155484130173	0.4388308557653676	0.5034150261149056	1239.9458617918842	0.38371063632734875	7		COMPLETE
8		2020-05-24 21:25:57.711287	2020-05-24 21:26:19.289421	256	46	0.09259904657081762	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									8	Setting status of trial#8 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
9	0.422458818802732	2020-05-24 21:26:19.316510	2020-05-24 23:50:58.942769	128	45	0.033957303514470114	8192	0.06746701699039488	0.1224387304138208	0.422458818802732	0.2582362394535958	0.33005222981116916	3789.2434210526317	0.22017159259150737	0.13107673764564082	0.42296102852551226	0.25984331056649257	0.33095620731217357	3789.226295701085	0.22443984304299366		473284374.0	160.0	0.1224387304138208	0.42205705102450786	0.2571313780634793	0.3293491361992768	3789.2605464041785	0.2189106015598666	9		COMPLETE
