number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0		2020-05-25 15:52:44.473466	2020-05-25 15:53:03.104540	4.346300222306928	256	38	0.08192009707111295	1024														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									0	Setting status of trial#0 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
1	0.25672961028525515	2020-05-25 15:53:03.107280	2020-05-25 17:27:18.267372	6.228269385051158	128	12	0.015018927810029895	4096	0.03978219729621993	0.06167135395741261	0.25672961028525515	0.1299718762555243	0.17788268380875855	1962.298965447971	0.12542498353472814	0.06167135395741261	0.25672961028525515	0.1299718762555243	0.17788268380875855	1962.2988147850542	0.1254249835349803		3838374114.0	220.0	0.06167135395741261	0.25672961028525515	0.1299718762555243	0.17788268380875855	1962.299116110888	0.125424983534476	1		COMPLETE
2	0.31719566090799517	2020-05-25 17:27:18.283765	2020-05-25 18:34:03.150640	5.3096162988958415	64	29	0.008257509063343714	4096	0.043796177669198987	0.08055443953394938	0.31719566090799517	0.17296102852551226	0.22880674969867418	1982.5197870630775	0.1578569309264499	0.08055443953394938	0.31719566090799517	0.17296102852551226	0.22880674969867418	1982.5191844114102	0.1578569309391891		3482515213.0	430.0	0.08055443953394938	0.31719566090799517	0.17296102852551226	0.22880674969867418	1982.5203897147449	0.15785693091371428	2		COMPLETE
3	0.17225793491361993	2020-05-25 18:34:03.169134	2020-05-25 20:00:05.744103	8.709643701495972	128	3	0.017210312998797758	8192	0.032534812232128965	0.03806749698674166	0.17225793491361993	0.08095620731217357	0.11691442346323824	1692.1193250301326	0.08364439449805407	0.03806749698674166	0.17225793491361993	0.08095620731217357	0.11691442346323824	1692.119023704299	0.08364439456523953		1138644749.0	220.0	0.03806749698674166	0.17225793491361993	0.08095620731217357	0.11691442346323824	1692.1196263559661	0.08364439443094199	3		COMPLETE
4		2020-05-25 20:00:05.755422	2020-05-25 20:00:23.711837	4.539629985383364	256	35	0.004254661059849077	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									4	Setting status of trial#4 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
5	0.18089594214543994	2020-05-25 20:00:23.714144	2020-05-25 21:51:29.827618	3.4522885991245413	128	20	0.019400460846148316	1024	0.03786285331236319	0.042386500602651665	0.18089594214543994	0.08607874648453194	0.12163519485737244	2039.4266271595018	0.08994004611823925	0.042386500602651665	0.18089594214543994	0.08607874648453194	0.12163519485737244	2039.4257734029732	0.08994005534284048		1430904736.0	180.0	0.042386500602651665	0.18089594214543994	0.08607874648453194	0.12163519485737244	2039.4274809160306	0.08994003697384526	5		COMPLETE
6	0.34250703093611895	2020-05-25 21:51:29.837604	2020-05-25 22:59:16.318334	9.38578756238419	64	46	0.019388797209479544	4096	0.03183094856917813	0.1066693451185215	0.34250703093611895	0.20208919244676576	0.2582362394535958	1736.2765166733627	0.18452121304504468	0.1066693451185215	0.34250703093611895	0.20208919244676576	0.2582362394535958	1736.274407392527	0.18452121751362946		882088592.0	400.0	0.1066693451185215	0.34250703093611895	0.20208919244676576	0.2582362394535958	1736.2786259541986	0.18452120859572446	6		COMPLETE
7	0.3826838087585376	2020-05-25 22:59:16.335265	2020-05-26 02:39:15.430630	8.74050936550902	128	19	0.011576816350163653	4096	0.03523949713679037	0.1181197267979108	0.3826838087585376	0.23704298915226998	0.29208517476898355	1763.7914323021294	0.20721170113251428	0.1181197267979108	0.3826838087585376	0.23704298915226998	0.29208517476898355	1763.790980313379	0.2072117018271303		404750743.0	510.0	0.1181197267979108	0.3826838087585376	0.23704298915226998	0.29208517476898355	1763.7918842908798	0.20721170044014403	7		COMPLETE
8	0.1405182804339092	2020-05-26 02:39:15.446196	2020-05-26 05:05:38.290998	4.151685134162818	128	1	0.0032412585743629057	2048	0.03463563864687277	0.029730815588589796	0.1405182804339092	0.06428284451586982	0.08999598232221775	1923.2927380474086	0.06717867573779682	0.029730815588589796	0.1405182804339092	0.06428284451586982	0.08999598232221775	1923.2925873844918	0.0671786757412043		2290388299.0	310.0	0.029730815588589796	0.1405182804339092	0.06428284451586982	0.08999598232221775	1923.2928887103255	0.06717867573439014	8		COMPLETE
9	0.185315387705906	2020-05-26 05:05:38.303063	2020-05-26 06:57:05.990362	8.162691639266553	128	3	0.007633472927073508	4096	0.04033684177577542	0.03726396143029329	0.185315387705906	0.08557653676175171	0.12183607874648453	1960.326386098835	0.08755680984493422	0.03726396143029329	0.185315387705906	0.08557653676175171	0.12183607874648453	1960.326034552029	0.0875568098525905		1002088734.0	270.0	0.03726396143029329	0.185315387705906	0.08557653676175171	0.12183607874648453	1960.3267376456408	0.08755680983728004	9		COMPLETE
10	0.18551627159501807	2020-05-26 06:57:06.001063	2020-05-26 08:12:34.085173	4.4546612153603675	128	17	0.027704794546970658	2048	0.039140776326738604	0.03977501004419445	0.18551627159501807	0.08808758537565287	0.12073121735636802	2133.912063077541	0.0880764066803526	0.03977501004419445	0.18551627159501807	0.08808758537565287	0.12073121735636802	2133.9119124146246	0.08807640668158725		1815187570.0	150.0	0.03977501004419445	0.18551627159501807	0.08808758537565287	0.12073121735636802	2133.912213740458	0.0880764066791181	10		COMPLETE
11	0.19194455604660507	2020-05-26 08:12:34.094877	2020-05-26 09:02:39.661245	2.3850419847630686	64	3	0.005310180017189963	4096	0.03970877149104002	0.037967055042185616	0.19194455604660507	0.09511852149457614	0.13117717959019687	2140.0380172760147	0.09044693637747472	0.037967055042185616	0.19194455604660507	0.09511852149457614	0.13117717959019687	2140.037866613098	0.09044693659076915		2844145855.0	390.0	0.037967055042185616	0.19194455604660507	0.09511852149457614	0.13117717959019687	2140.038167938931	0.09044693616461655	11		COMPLETE
12	0.2868621936520691	2020-05-26 09:02:39.671437	2020-05-26 13:07:41.199792	4.203183982848719	64	23	0.001354442099564594	1024	0.040379598637714495	0.07141422257934914	0.2868621936520691	0.15638810767376457	0.20721173161912415	2282.172107271997	0.14292979782320825	0.07141422257934914	0.2868621936520691	0.15638810767376457	0.20721173161912415	2282.1699477701886	0.14292987800740814		2325509150.0	780.0	0.07141422257934914	0.2868621936520691	0.15638810767376457	0.20721173161912415	2282.174266773805	0.14292972067498208	12		COMPLETE
13	0.398654077942949	2020-05-26 13:07:41.209813	2020-05-26 18:09:48.824840	9.687260827643305	128	31	0.0017620815842638985	1024	0.04580903380651522	0.1258537565287264	0.398654077942949	0.2538167938931298	0.31458417034953795	2415.7016874246688	0.2179587239969522	0.1258537565287264	0.398654077942949	0.2538167938931298	0.31458417034953795	2415.700482121334	0.21795872401269584		2590018022.0	490.0	0.1258537565287264	0.398654077942949	0.2538167938931298	0.31458417034953795	2415.702892728003	0.217958723981213	13		COMPLETE
