number	value	datetime_start	datetime_complete	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_both.optimistic.arithmetic_mean_rank	user_attrs_both.optimistic.geometric_mean_rank	user_attrs_both.optimistic.harmonic_mean_rank	user_attrs_both.optimistic.hits_at_1	user_attrs_both.optimistic.hits_at_10	user_attrs_both.optimistic.hits_at_3	user_attrs_both.optimistic.hits_at_5	user_attrs_both.optimistic.inverse_arithmetic_mean_rank	user_attrs_both.optimistic.inverse_geometric_mean_rank	user_attrs_both.optimistic.inverse_harmonic_mean_rank	user_attrs_both.optimistic.inverse_median_rank	user_attrs_both.optimistic.median_rank	user_attrs_both.optimistic.rank_std	user_attrs_both.optimistic.rank_var	user_attrs_both.pessimistic.arithmetic_mean_rank	user_attrs_both.pessimistic.geometric_mean_rank	user_attrs_both.pessimistic.harmonic_mean_rank	user_attrs_both.pessimistic.hits_at_1	user_attrs_both.pessimistic.hits_at_10	user_attrs_both.pessimistic.hits_at_3	user_attrs_both.pessimistic.hits_at_5	user_attrs_both.pessimistic.inverse_arithmetic_mean_rank	user_attrs_both.pessimistic.inverse_geometric_mean_rank	user_attrs_both.pessimistic.inverse_harmonic_mean_rank	user_attrs_both.pessimistic.inverse_median_rank	user_attrs_both.pessimistic.median_rank	user_attrs_both.pessimistic.rank_std	user_attrs_both.pessimistic.rank_var	user_attrs_both.realistic.adjusted_arithmetic_mean_rank	user_attrs_both.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_both.realistic.arithmetic_mean_rank	user_attrs_both.realistic.geometric_mean_rank	user_attrs_both.realistic.harmonic_mean_rank	user_attrs_both.realistic.hits_at_1	user_attrs_both.realistic.hits_at_10	user_attrs_both.realistic.hits_at_3	user_attrs_both.realistic.hits_at_5	user_attrs_both.realistic.inverse_arithmetic_mean_rank	user_attrs_both.realistic.inverse_geometric_mean_rank	user_attrs_both.realistic.inverse_harmonic_mean_rank	user_attrs_both.realistic.inverse_median_rank	user_attrs_both.realistic.median_rank	user_attrs_both.realistic.rank_std	user_attrs_both.realistic.rank_var	user_attrs_failure	user_attrs_head.optimistic.arithmetic_mean_rank	user_attrs_head.optimistic.geometric_mean_rank	user_attrs_head.optimistic.harmonic_mean_rank	user_attrs_head.optimistic.hits_at_1	user_attrs_head.optimistic.hits_at_10	user_attrs_head.optimistic.hits_at_3	user_attrs_head.optimistic.hits_at_5	user_attrs_head.optimistic.inverse_arithmetic_mean_rank	user_attrs_head.optimistic.inverse_geometric_mean_rank	user_attrs_head.optimistic.inverse_harmonic_mean_rank	user_attrs_head.optimistic.inverse_median_rank	user_attrs_head.optimistic.median_rank	user_attrs_head.optimistic.rank_std	user_attrs_head.optimistic.rank_var	user_attrs_head.pessimistic.arithmetic_mean_rank	user_attrs_head.pessimistic.geometric_mean_rank	user_attrs_head.pessimistic.harmonic_mean_rank	user_attrs_head.pessimistic.hits_at_1	user_attrs_head.pessimistic.hits_at_10	user_attrs_head.pessimistic.hits_at_3	user_attrs_head.pessimistic.hits_at_5	user_attrs_head.pessimistic.inverse_arithmetic_mean_rank	user_attrs_head.pessimistic.inverse_geometric_mean_rank	user_attrs_head.pessimistic.inverse_harmonic_mean_rank	user_attrs_head.pessimistic.inverse_median_rank	user_attrs_head.pessimistic.median_rank	user_attrs_head.pessimistic.rank_std	user_attrs_head.pessimistic.rank_var	user_attrs_head.realistic.adjusted_arithmetic_mean_rank	user_attrs_head.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_head.realistic.arithmetic_mean_rank	user_attrs_head.realistic.geometric_mean_rank	user_attrs_head.realistic.harmonic_mean_rank	user_attrs_head.realistic.hits_at_1	user_attrs_head.realistic.hits_at_10	user_attrs_head.realistic.hits_at_3	user_attrs_head.realistic.hits_at_5	user_attrs_head.realistic.inverse_arithmetic_mean_rank	user_attrs_head.realistic.inverse_geometric_mean_rank	user_attrs_head.realistic.inverse_harmonic_mean_rank	user_attrs_head.realistic.inverse_median_rank	user_attrs_head.realistic.median_rank	user_attrs_head.realistic.rank_std	user_attrs_head.realistic.rank_var	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_tail.optimistic.arithmetic_mean_rank	user_attrs_tail.optimistic.geometric_mean_rank	user_attrs_tail.optimistic.harmonic_mean_rank	user_attrs_tail.optimistic.hits_at_1	user_attrs_tail.optimistic.hits_at_10	user_attrs_tail.optimistic.hits_at_3	user_attrs_tail.optimistic.hits_at_5	user_attrs_tail.optimistic.inverse_arithmetic_mean_rank	user_attrs_tail.optimistic.inverse_geometric_mean_rank	user_attrs_tail.optimistic.inverse_harmonic_mean_rank	user_attrs_tail.optimistic.inverse_median_rank	user_attrs_tail.optimistic.median_rank	user_attrs_tail.optimistic.rank_std	user_attrs_tail.optimistic.rank_var	user_attrs_tail.pessimistic.arithmetic_mean_rank	user_attrs_tail.pessimistic.geometric_mean_rank	user_attrs_tail.pessimistic.harmonic_mean_rank	user_attrs_tail.pessimistic.hits_at_1	user_attrs_tail.pessimistic.hits_at_10	user_attrs_tail.pessimistic.hits_at_3	user_attrs_tail.pessimistic.hits_at_5	user_attrs_tail.pessimistic.inverse_arithmetic_mean_rank	user_attrs_tail.pessimistic.inverse_geometric_mean_rank	user_attrs_tail.pessimistic.inverse_harmonic_mean_rank	user_attrs_tail.pessimistic.inverse_median_rank	user_attrs_tail.pessimistic.median_rank	user_attrs_tail.pessimistic.rank_std	user_attrs_tail.pessimistic.rank_var	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank	user_attrs_tail.realistic.adjusted_arithmetic_mean_rank_index	user_attrs_tail.realistic.arithmetic_mean_rank	user_attrs_tail.realistic.geometric_mean_rank	user_attrs_tail.realistic.harmonic_mean_rank	user_attrs_tail.realistic.hits_at_1	user_attrs_tail.realistic.hits_at_10	user_attrs_tail.realistic.hits_at_3	user_attrs_tail.realistic.hits_at_5	user_attrs_tail.realistic.inverse_arithmetic_mean_rank	user_attrs_tail.realistic.inverse_geometric_mean_rank	user_attrs_tail.realistic.inverse_harmonic_mean_rank	user_attrs_tail.realistic.inverse_median_rank	user_attrs_tail.realistic.median_rank	user_attrs_tail.realistic.rank_std	user_attrs_tail.realistic.rank_var	system_attrs__number	system_attrs_fail_reason	state
0	0.06344859066529727	2021-06-02 07:31:18.304071	2021-06-02 14:32:41.220423	4.814074114732884	0.38063969062650627	0.44935466096905363	0.10950002777354624	64	256	21	0.008795334106367281	128	3064.3079995435355	832.0022917954224	28.973993289151654	0.014036288942143102	0.06344859066529727	0.03919890448476549	0.04878466278671688	0.00032633795302200745	0.0012019197661607955	0.034513709933605065	0.00055005500550055	1818.0	3567.1147327136096	12724307.516342487	3064.3091121761954	832.0027147138244	28.97399375447738	0.014036288942143102	0.06344859066529727	0.03919890448476549	0.04878466278671688	0.0003263378345306114	0.0012019191552084779	0.03451370937931085	0.00055005500550055	1818.0	3567.1151226016927	12724310.29789369	0.4288624065941342	0.5712175376162497	3064.3085558598655	832.0025033122445	28.973993522039066	0.014036288942143102	0.06344859066529727	0.03919890448476549	0.04878466278671688	0.0003263378937762987	0.001201919460601319	0.034513709656190474	0.00055005500550055	1818.0	3567.1149276187107	12724308.90684024		4930.21151432158	3363.9048349668606	1051.4666757631696	0.00011411617026132602	0.0009129293620906082	0.00022823234052265205	0.0004564646810453041	0.00020283105442740922	0.0002972735701691904	0.0009510524898701004	0.0002800336040324839	3571.0	3767.1378224642112	14191327.373440398	4930.213568412644	3363.9079723363666	1051.4678399385182	0.00011411617026132602	0.0009129293620906082	0.00022823234052265205	0.0004564646810453041	0.00020283096992124115	0.0002972732929151628	0.0009510514368736874	0.0002800336040324839	3571.0	3767.1375317974184	14191325.183476744	0.6989298758460815	0.3011128113074757	4930.212541367112	3363.9064040940234	1051.4672584303619	0.00011411617026132602	0.0009129293620906082	0.00022823234052265205	0.0004564646810453041	0.00020283101217431637	0.00029727343150301553	0.0009510519628474285	0.0002800336040324839	3571.0	3767.1376770627994	14191326.277946103	3830642753.0	101.0	1198.4044847654914	205.7810335052646	14.689385443513855	0.027958461714024878	0.12598425196850394	0.07816957662900834	0.09711286089238845	0.0008344428051733168	0.0048595343456393734	0.06807636737734002	0.0034602076124567475	289.0	2072.220018801687	4294095.806322463	1198.4046559397466	205.7810507849277	14.689385455509392	0.027958461714024878	0.12598425196850394	0.07816957662900834	0.09711286089238845	0.0008344426859855908	0.004859533937578884	0.068076367321748	0.0034602076124567475	289.0	2072.2201940683226	4294096.532704557	0.16560647425257394	0.8345088457913437	1198.404570352619	205.78104214652595	14.689385449513889	0.027958461714024878	0.12598425196850394	0.07816957662900834	0.09711286089238845	0.0008344427455794495	0.004859534141575355	0.06807636734953351	0.0034602076124567475	289.0	2072.220106424683	4294096.169470725	0		COMPLETE
1		2021-06-02 14:32:41.279786	2021-06-02 14:32:49.923543	8.284872169802266	0.32072379893145775	0.4273976728257488	0.4310165252226341	128	256	66	0.001766230785631487	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											1	Setting status of trial#1 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
2		2021-06-02 14:32:49.934619	2021-06-02 14:32:58.522782	5.322156071961861	0.1297500511943245	0.26426981342806644	0.3586105168770797	256	256	40	0.012759396145346276	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											2	Setting status of trial#2 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
3		2021-06-02 14:32:58.532907	2021-06-02 14:33:07.661022	9.309881291881997	0.45470569056671484	0.15168327348405541	0.3881588845912556	128	128	83	0.01624603916968855	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											3	Setting status of trial#3 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
4		2021-06-02 14:33:07.671503	2021-06-02 14:33:16.973420	3.452500024923467	0.307015678142358	0.385733443493365	0.2204752643214094	256	64	39	0.00993510747853058	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											4	Setting status of trial#4 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
5		2021-06-02 14:33:16.982378	2021-06-02 14:33:25.373491	5.361015093628513	0.2929363903177795	0.30723815383543895	0.40755421012691184	128	256	65	0.007949914666983459	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											5	Setting status of trial#5 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
6		2021-06-02 14:33:25.383253	2021-06-02 14:33:33.759867	1.664415744233415	0.37951298466995187	0.24514203782010435	0.19507042890346346	128	128	53	0.0011930736242294659	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											6	Setting status of trial#6 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
7		2021-06-02 14:33:33.768759	2021-06-02 14:33:41.639766	9.212016670490478	0.34237131490465084	0.43514934317349685	0.40778324151266065	64	128	15	0.030455420945168395	512																																													The current model can't be trained on this hardware with these parameters.																																																																																											7	Setting status of trial#7 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
8		2021-06-02 14:33:41.651822	2021-06-02 14:33:50.088133	6.134373266967236	0.3865164995783147	0.3665396572089473	0.22007881460544765	128	128	99	0.09343381976446433	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											8	Setting status of trial#8 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
9		2021-06-02 14:33:50.099005	2021-06-02 14:33:58.733355	9.513607204105199	0.32695132207020383	0.17818745546114279	0.3711284133252012	256	256	77	0.002038574077529262	256																																													The current model can't be trained on this hardware with these parameters.																																																																																											9	Setting status of trial#9 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
10		2021-06-02 14:33:58.742712	2021-06-02 14:34:07.611516	5.556988874393915	0.3041262101108234	0.3617107814339491	0.2589538147099293	64	128	95	0.008877864364728759	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11		2021-06-02 14:34:07.620577	2021-06-02 14:34:15.930901	6.275153755709734	0.23078110492860723	0.15828658103872728	0.43420726692551226	128	128	84	0.02013765890114939	128																																													The current model can't be trained on this hardware with these parameters.																																																																																											11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
